"intent","user_query","bot_response"
"nutrition_info","Low sugar?","""For low sugar options, call (555) 123-4567 to discuss!"""
"waitlist","Reserve a spot?","""No waitlist needed! Just come during business hours."""
"busy_times","Avoid weekend crowds?","""Come on weekdays, especially Tuesday-Thursday afternoons!"""
"new_customer","Never been to a bakery?","""Welcome! We're happy to explain everything and help you choose!"""
"recommendations_dietary","Low carb?","""We're a bakery, so most items have carbs! Call (555) 123-4567 for special requests."""
"checking_stock","Enough for 20 people?","""Call ahead at (555) 123-4567 to ensure we have enough for your group!"""
"sold_out","Alternative if sold out?","""Yes! We'll suggest similar items if something is sold out."""
"cancel_order","Cancel custom cake?","""Call (555) 123-4567 ASAP to cancel. We'll do our best to accommodate!"""
"modify_order","Change cake design?","""Call (555) 123-4567 as soon as possible to modify your design!"""
"refund_policy","Money back guarantee?","""We want you satisfied! If there's an issue, we'll make it right."""
"complaint","Not what I expected?","""I'm sorry! Call (555) 123-4567 so we can fix this for you."""
"feedback","Review online?","""We appreciate reviews! Let us know where you review and thank you!"""
"social_media","Your hashtag?","""For social media details, ask in store or call (555) 123-4567!"""
"newsletter","Deals via email?","""For email updates and deals, call (555) 123-4567 to sign up!"""
"employment","Baker positions?","""For baker positions, call (555) 123-4567 or visit to apply!"""
"employment","Experience required?","""For job requirements, call (555) 123-4567!"""
"employment","Starting pay?","""For employment details, call (555) 123-4567!"""
"store_history","Original owner?","""For our history, ask in store or call (555) 123-4567!"""
"health_safety","Gloves worn?","""Yes! We follow all food safety protocols including proper glove use."""
"health_safety","Hair nets?","""Yes! All staff wear proper hair coverings."""
"special_diet","Diabetic friendly?","""For diabetic-friendly options, call (555) 123-4567 to discuss!"""
"special_diet","Low glycemic?","""For special dietary needs, call (555) 123-4567!"""
"special_diet","Heart healthy?","""Whole grain breads can be part of a heart-healthy diet!"""
"product_bread","Best bread for French toast?","""Our brioche-style breads or thick-cut whole wheat work great!"""
"product_bread","Sandwich bread size?","""Our sandwich breads are standard loaf size, perfect for sandwiches!"""
"product_bread","Bread for bruschetta?","""Our ciabatta or baguette are perfect for bruschetta!"""
"product_bread","Bread for soup?","""Any of our breads pair wonderfully with soup! Sourdough is popular."""
"product_pastries","Breakfast pastry box?","""Call (555) 123-4567 to order a variety box of breakfast pastries!"""
"product_pastries","Assorted pastries?","""Yes! We can put together assorted pastry boxes. Call ahead!"""
"product_cakes","Simple white cake?","""Yes! Classic vanilla cake with white frosting available!"""
"product_cakes","Chocolate on chocolate?","""Yes! Rich chocolate cake with chocolate frosting - delicious!"""
"product_cookies","Bulk cookie order?","""Call (555) 123-4567 for bulk cookie orders with advance notice!"""
"product_cookies","Cookie platter?","""We can arrange cookie platters! Call (555) 123-4567 to order!"""
"dietary_gluten_free","GF certification?","""For certification details, call (555) 123-4567!"""
"dietary_gluten_free","Third party tested?","""For testing information, call (555) 123-4567!"""
"dietary_vegan","Certified vegan?","""Our vegan items contain no animal products. For certification, call (555) 123-4567!"""
"dietary_nut_allergy","Nut-free facility?","""We use nuts in some items. For severe allergies, call (555) 123-4567 to discuss!"""
"pricing_general","Combo deals?","""For special deals, ask in store or call (555) 123-4567!"""
"pricing_general","Family bundle?","""For family bundle pricing, call (555) 123-4567!"""
"custom_order","Rush fee?","""For rush orders, call (555) 123-4567 to discuss pricing and availability!"""
"custom_order","Same day custom?","""Call (555) 123-4567 to check if same-day custom is possible!"""
"advance_order","Standing order?","""Yes! We can arrange standing weekly orders. Call (555) 123-4567!"""
"payment_methods","Payment plan for large order?","""For large orders, call (555) 123-4567 to discuss payment arrangements!"""
"ingredients_inquiry","Allergen statement?","""We can provide allergen information for all items. Ask in store or call!"""
"delivery","International shipping?","""We don't ship internationally. Local delivery only through apps or special arrangement!"""
"freshness","Flash frozen?","""No! Everything is fresh-baked, never frozen before sale."""
"popular_items","Award winning?","""Our products are award-winning in our customers' hearts!"""
"special_occasions","Themed party desserts?","""Yes! Call (555) 123-4567 to discuss themed party desserts!"""
"tasting","Virtual tasting?","""For wedding cakes, call (555) 123-4567 to discuss tasting options!"""
"allergen_info","Top 8 allergens?","""We work with wheat, dairy, eggs, and nuts. Inform us of any allergies!"""
"bulk_orders","Contract pricing?","""For contract or regular bulk orders, call (555) 123-4567!"""
"gift_options","Holiday gift boxes?","""Yes! We create holiday gift boxes. Call (555) 123-4567!"""
"storage_advice","Freeze cake with frosting?","""Yes! Wrap well and freeze for up to 3 months."""
"reheating","Crisp up croissants?","""Oven at 350°F for 3-5 minutes makes them crispy again!"""
"nutrition_info","Gluten content?","""Regular items contain gluten. Our gluten-free items are made without gluten ingredients!"""
"waitlist","Busy on Saturday?","""Yes! Saturday mornings are our busiest time."""
"busy_times","Best time to visit?","""Weekday afternoons for no crowds, or early morning for maximum selection!"""
"new_customer","What makes you special?","""Fresh daily baking, quality ingredients, and artisan techniques!"""
"recommendations_dietary","Nut-free and gluten-free?","""We have gluten-free items! Just make sure we know about the nut allergy too!"""
"checking_stock","Running low on anything?","""Call (555) 123-4567 to check current inventory!"""
"sold_out","Guarantee availability?","""Advance orders guarantee availability! Call (555) 123-4567."""
"cancel_order","Deposit refundable?","""For deposit refund policies, call (555) 123-4567!"""
"modify_order","Upgrade cake size?","""Call (555) 123-4567 as soon as possible to upgrade your order!"""
"refund_policy","Exchange policy?","""We want you happy! Call (555) 123-4567 if you need an exchange."""
"complaint","File formal complaint?","""Call (555) 123-4567 to speak with management about concerns."""
"feedback","Suggestion box?","""We love feedback! Call (555) 123-4567 or email hello@sweethavenbakery.com!"""
"social_media","Share my photos?","""We'd love to see them! Check with us about social media sharing!"""
"newsletter","Unsubscribe?","""For newsletter management, call (555) 123-4567!"""
"employment","Benefits offered?","""For employment benefits, call (555) 123-4567!"""
"greeting","Morning!","Good morning! Welcome to Sweet Haven Bakery!"
"greeting","Afternoon!","Good afternoon! How can I help you today?"
"greeting","Evening!","Good evening! What can I do for you?"
"greeting","Hello hello","Hi there! Welcome to Sweet Haven Bakery!"
"greeting","Hola","Hello! How can I assist you today?"
"store_hours","Sunday hours?","We're open Sunday from 8:00 AM to 5:00 PM!"
"store_hours","Saturday hours?","We're open Saturday from 7:00 AM to 7:00 PM!"
"store_hours","Weekday hours?","Monday-Friday we're open 7:00 AM to 7:00 PM!"
"store_hours","Open now?","We're open Monday-Saturday 7 AM - 7 PM and Sunday 8 AM - 5 PM!"
"store_hours","Closed today?","""We're open 7 days a week! Monday-Saturday 7 AM - 7 PM, Sunday 8 AM - 5 PM."""
"store_location","In downtown?","""Yes! We're at 145 Main Street in Downtown."""
"store_location","Near me?","""We're at 145 Main Street in Downtown. Hope that's close to you!"""
"store_location","Address please?","145 Main Street in Downtown!"
"store_location","Directions?","We're at 145 Main Street in Downtown, across from the city library."
"store_location","GPS coordinates?","""We're at 145 Main Street in Downtown. Use that address in your GPS!"""
"contact_info","Call you?","""Yes! Call us at (555) 123-4567 anytime during business hours!"""
"contact_info","Email?","hello@sweethavenbakery.com - we respond within 24 hours!"
"contact_info","Phone?","(555) 123-4567!"
"contact_info","Contact?","""Call (555) 123-4567 or email hello@sweethavenbakery.com!"""
"contact_info","Reach you how?","""Phone at (555) 123-4567 or email hello@sweethavenbakery.com!"""
"product_bread","Bread?","We have sourdough, whole wheat, multigrain, rye, ciabatta, and baguettes!"
"product_bread","Loaf?","""Yes! We bake fresh loaves daily in multiple varieties!"""
"product_bread","French bread?","Our baguettes are authentic French bread!"
"product_bread","Garlic bread?","""We don't make garlic bread, but our breads are perfect for making your own!"""
"product_pastries","Pastry?","""Yes! Croissants, Danish pastries, cinnamon rolls, and fruit tarts!"""
"product_pastries","Sweets?","""We have pastries, cookies, cakes, and cupcakes!"""
"product_pastries","Morning treats?","""Try our fresh croissants, Danish pastries, or cinnamon rolls!"""
"product_cakes","Cake?","""Yes! We make custom cakes in chocolate, vanilla, red velvet, lemon, and carrot cake!"""
"product_cakes","Cupcake?","""Yes! Cupcakes are $4 each in various flavors!"""
"product_cakes","Dessert?","""We have cakes, cupcakes, cookies, brownies, and pastries!"""
"product_cookies","Cookie?","""Yes! Chocolate chip, oatmeal raisin, sugar, peanut butter, and double chocolate!"""
"product_cookies","Sweet?","""Yes! We have cookies, pastries, cakes, and more!"""
"dietary_gluten_free","GF?","""Yes! We have gluten-free chocolate cake, vanilla cupcakes, brownies, and bread!"""
"dietary_gluten_free","Gluten free?","""Yes! Multiple gluten-free options prepared in a separate area!"""
"dietary_vegan","Vegan?","""Yes! Vegan chocolate cake, vanilla cake, banana bread, and chocolate chip cookies!"""
"dietary_nut_allergy","Nut free?","""Most items can be made nut-free. Please inform us of your allergy!"""
"dairy_allergy","No dairy?","""Our vegan items are dairy-free! Chocolate cake, vanilla cake, banana bread, and cookies."""
"egg_allergy","No eggs?","""Our vegan items are egg-free!"""
"pricing_general","Prices?","""Bread $5-8, Croissants $4-5, Cookies $2/$20 dozen, Cupcakes $4, Cakes from $28!"""
"pricing_general","Cost?","""It depends on what you'd like! Cookies are $2, croissants $4-5, cakes from $28."""
"pricing_general","Expensive?","""We offer quality at fair prices! Cookies $2, bread $5-8, cakes from $28."""
"custom_order","Custom?","""Yes! We love custom orders. Call (555) 123-4567 with your ideas!"""
"custom_order","Special order?","""Absolutely! Call (555) 123-4567 to discuss your special order!"""
"advance_order","Pre-order?","""Yes! Call (555) 123-4567 to place an advance order!"""
"advance_order","Order ahead?","""Yes! Call (555) 123-4567 to order in advance!"""
"payment_methods","Pay how?","""Cash, all major cards, Apple Pay, Google Pay, and contactless payments!"""
"payment_methods","Cards?","""Yes! We accept all major credit and debit cards!"""
"payment_methods","Cash only?","""No! We accept cash, cards, and contactless payments!"""
"ingredients_inquiry","Ingredients?","""High-quality fresh ingredients, no artificial preservatives, made from scratch daily!"""
"ingredients_inquiry","Fresh?","""Yes! Everything is baked fresh daily starting at 5 AM!"""
"delivery","Deliver?","""Order through DoorDash or Uber Eats! For large orders, call (555) 123-4567."""
"freshness","Fresh daily?","""Yes! Everything is baked fresh every single day!"""
"freshness","Made today?","""Yes! All items are baked fresh daily!"""
"popular_items","Popular?","""Chocolate croissants, sourdough bread, and red velvet cake!"""
"popular_items","Best?","""Try our chocolate croissants and sourdough bread - customer favorites!"""
"popular_items","Recommend?","""Chocolate croissants, sourdough bread, or cinnamon rolls!"""
"special_occasions","Wedding?","""Yes! We specialize in wedding cakes. Call (555) 123-4567!"""
"special_occasions","Party?","""Yes! We do party cakes and dessert platters. Call (555) 123-4567!"""
"special_occasions","Event?","""Yes! We cater events. Call (555) 123-4567 to discuss!"""
"thank_you","Thanks","You're welcome! Have a wonderful day!"
"thank_you","Thx","My pleasure! See you soon!"
"thank_you","Thank u","You're very welcome!"
"goodbye","Bye!","Bye! Come visit us soon!"
"goodbye","Later!","See you later! Have a great day!"
"goodbye","Ciao","Ciao! Thanks for chatting!"
"out_of_scope","Random question?","""I specialize in bakery questions! Anything about Sweet Haven Bakery I can help with?"""
"out_of_scope","Off topic","I'm here for bakery questions! What can I help you with about Sweet Haven?"
"store_hours","Open tomorrow?","""Yes! Monday-Saturday 7 AM - 7 PM, Sunday 8 AM - 5 PM."""
"store_location","Far from downtown?","""No! We're right in downtown at 145 Main Street."""
"product_bread","Have bread?","""Yes! Fresh bread baked daily in six varieties!"""
"product_pastries","Have pastries?","""Yes! Fresh pastries daily including croissants and Danish!"""
"product_cakes","Have cakes?","""Yes! Custom cakes in multiple flavors and sizes!"""
"product_cookies","Have cookies?","""Yes! Five varieties of fresh cookies daily!"""
"pricing_general","How much?","""It depends what you'd like! What interests you?"""
"delivery","Can you deliver?","""Through DoorDash or Uber Eats, yes! For large orders, call (555) 123-4567."""
"freshness","Fresh?","""Yes! Everything baked fresh daily starting at 5 AM!"""
"popular_items","What's good?","""Everything! But chocolate croissants and sourdough bread are especially popular!"""
"thank_you","Thank you!","You're very welcome! Hope to see you soon!"
"goodbye","Gotta run!","No problem! Have a great day!"
"store_hours","Hours?","We're open Monday-Saturday 7 AM - 7 PM and Sunday 8 AM - 5 PM!"
"store_location","Location?","145 Main Street in Downtown!"
"contact_info","Number?","(555) 123-4567!"
